                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.93336,                0.60338,                 1.4018,                0.99417,                      1,                  0.995,                 0.6735,                 1.1502,                0.75847,                 1.4615,                0.00141,                0.00141,                0.00141
                    152,                 0.9061,                0.58948,                 1.3505,                0.98804,                      1,                  0.995,                0.65505,                 1.1355,                0.77281,                 1.4091,               0.001406,               0.001406,               0.001406
                    153,                0.90399,                0.58747,                 1.3646,                0.98487,                      1,                  0.995,                0.67841,                 1.1277,                0.74148,                 1.3938,               0.001402,               0.001402,               0.001402
                    154,                0.92366,                0.59541,                 1.3768,                0.99459,                      1,                  0.995,                0.64383,                 1.2707,                0.75572,                 1.5091,              0.0013981,              0.0013981,              0.0013981
                    155,                0.88348,                0.58784,                 1.3761,                0.99356,                      1,                  0.995,                0.63968,                 1.2275,                0.71616,                 1.4804,              0.0013941,              0.0013941,              0.0013941
                    156,                0.94646,                0.61395,                 1.3899,                0.99536,                      1,                  0.995,                0.68919,                 1.1905,                0.69862,                 1.5456,              0.0013902,              0.0013902,              0.0013902
                    157,                0.93873,                0.61144,                 1.4363,                0.94802,                0.96049,                 0.9925,                0.68376,                 1.1596,                0.72636,                 1.7062,              0.0013862,              0.0013862,              0.0013862
                    158,                0.95056,                0.61767,                 1.4314,                0.93372,                      1,                 0.9925,                0.70782,                 1.0994,                0.69938,                 1.7088,              0.0013822,              0.0013822,              0.0013822
                    159,                 1.0052,                0.63468,                 1.4187,                      1,                0.98102,                  0.995,                0.69314,                 1.1562,                0.75697,                 1.4895,              0.0013783,              0.0013783,              0.0013783
                    160,                0.95996,                0.62126,                 1.4283,                      1,                0.99876,                  0.995,                0.67377,                 1.1786,                 0.7957,                  1.532,              0.0013743,              0.0013743,              0.0013743
                    161,                0.94332,                0.62771,                 1.4357,                      1,                 0.9872,                  0.995,                0.72127,                 1.1619,                0.77353,                 1.5284,              0.0013704,              0.0013704,              0.0013704
                    162,                0.92007,                0.62245,                 1.4276,                 0.9499,                0.99798,                   0.99,                0.70647,                 1.1702,                0.74789,                 1.5388,              0.0013664,              0.0013664,              0.0013664
                    163,                0.92814,                0.60603,                  1.415,                0.94589,                      1,                 0.9845,                0.66746,                 1.1801,                0.69738,                 1.4818,              0.0013624,              0.0013624,              0.0013624
                    164,                0.93242,                0.59712,                 1.4107,                0.99665,                      1,                  0.995,                0.68436,                 1.1267,                0.76611,                 1.5921,              0.0013585,              0.0013585,              0.0013585
                    165,                0.89386,                0.59075,                 1.3821,                0.99684,                      1,                  0.995,                0.70163,                 1.1163,                0.80718,                 1.6611,              0.0013545,              0.0013545,              0.0013545
                    166,                0.93036,                0.60663,                 1.4217,                0.94602,                      1,                 0.9925,                0.71223,                 1.0496,                0.74323,                 1.5188,              0.0013506,              0.0013506,              0.0013506
                    167,                0.87787,                0.58265,                 1.3412,                0.94528,                      1,                 0.9925,                0.70199,                 1.1335,                0.72195,                  1.505,              0.0013466,              0.0013466,              0.0013466
                    168,                0.86257,                0.57001,                 1.4443,                  0.945,                      1,                 0.9925,                0.68571,                 1.0871,                0.74122,                 1.5201,              0.0013426,              0.0013426,              0.0013426
                    169,                0.88234,                0.58908,                  1.361,                      1,                0.99898,                  0.995,                0.71944,                 1.1121,                0.72607,                 1.4437,              0.0013387,              0.0013387,              0.0013387
                    170,                0.86528,                0.57756,                 1.3462,                0.99778,                      1,                  0.995,                0.71288,                 1.1264,                0.74623,                 1.4459,              0.0013347,              0.0013347,              0.0013347
                    171,                0.88396,                0.58707,                 1.3736,                0.99612,                      1,                  0.995,                0.73077,                 1.1409,                0.72565,                 1.4218,              0.0013308,              0.0013308,              0.0013308
                    172,                  0.963,                0.61277,                 1.4004,                0.99535,                      1,                  0.995,                 0.6835,                 1.2314,                0.73884,                 1.4412,              0.0013268,              0.0013268,              0.0013268
                    173,                0.93085,                0.60205,                 1.3518,                0.99652,                      1,                  0.995,                 0.6597,                 1.1877,                0.74437,                 1.4653,              0.0013228,              0.0013228,              0.0013228
                    174,                0.95343,                0.60965,                 1.4136,                0.99414,                      1,                  0.995,                0.62264,                 1.2534,                0.76358,                 1.5304,              0.0013189,              0.0013189,              0.0013189
                    175,                0.97215,                0.62315,                 1.3668,                      1,                0.99209,                  0.995,                0.67575,                 1.2127,                0.73745,                 1.5215,              0.0013149,              0.0013149,              0.0013149
                    176,                0.96231,                0.62818,                 1.3722,                 0.9002,                      1,                0.98497,                0.71243,                 1.1233,                0.71889,                 1.4207,               0.001311,               0.001311,               0.001311
                    177,                0.96187,                0.62509,                 1.3872,                0.90327,                      1,                0.97919,                0.69152,                 1.1835,                0.74618,                 1.4563,               0.001307,               0.001307,               0.001307
                    178,                0.94086,                0.62897,                 1.4079,                      1,                0.99225,                  0.995,                0.67115,                 1.2629,                0.74774,                 1.4826,               0.001303,               0.001303,               0.001303
                    179,                0.95889,                0.60981,                 1.3891,                      1,                0.99887,                  0.995,                0.70595,                 1.1872,                0.72323,                 1.3806,              0.0012991,              0.0012991,              0.0012991
                    180,                0.92268,                0.59354,                 1.4052,                0.99584,                      1,                  0.995,                0.69213,                  1.147,                0.66846,                  1.365,              0.0012951,              0.0012951,              0.0012951
                    181,                0.91345,                0.59875,                 1.3899,                0.99731,                      1,                  0.995,                0.71068,                 1.1661,                0.67933,                 1.4083,              0.0012912,              0.0012912,              0.0012912
                    182,                0.87742,                0.57472,                 1.3471,                0.99681,                      1,                  0.995,                0.69738,                 1.2058,                0.71266,                 1.4331,              0.0012872,              0.0012872,              0.0012872
                    183,                0.85191,                0.57579,                 1.3485,                0.99419,                      1,                  0.995,                 0.6777,                 1.2493,                0.72364,                 1.4684,              0.0012832,              0.0012832,              0.0012832
                    184,                0.88287,                0.59618,                 1.3551,                0.99442,                      1,                  0.995,                0.69856,                  1.124,                0.70767,                 1.4566,              0.0012793,              0.0012793,              0.0012793
                    185,                0.90525,                0.60676,                 1.4035,                0.99073,                      1,                  0.995,                0.70059,                  1.116,                0.69289,                 1.4919,              0.0012753,              0.0012753,              0.0012753
                    186,                 0.8631,                0.58409,                 1.3612,                0.99469,                      1,                  0.995,                0.69063,                 1.1602,                0.73211,                 1.5197,              0.0012714,              0.0012714,              0.0012714
                    187,                0.89087,                0.58991,                 1.3575,                0.99489,                      1,                  0.995,                0.68314,                 1.1615,                0.72512,                 1.5225,              0.0012674,              0.0012674,              0.0012674
                    188,                0.86468,                0.57657,                 1.3988,                0.99489,                      1,                  0.995,                0.67924,                 1.1401,                0.73565,                 1.5674,              0.0012634,              0.0012634,              0.0012634
                    189,                0.88807,                0.57702,                 1.3507,                0.99615,                      1,                  0.995,                0.68935,                 1.0867,                0.74948,                 1.4827,              0.0012595,              0.0012595,              0.0012595
                    190,                0.88138,                0.57307,                 1.3405,                 0.9962,                      1,                  0.995,                0.70079,                 1.1237,                0.67305,                 1.4088,              0.0012555,              0.0012555,              0.0012555
                    191,                0.86931,                0.57151,                 1.3116,                0.99628,                      1,                  0.995,                0.69278,                 1.2586,                0.71215,                 1.4313,              0.0012516,              0.0012516,              0.0012516
                    192,                0.88109,                0.58508,                 1.3879,                0.99519,                      1,                  0.995,                0.70324,                 1.1929,                0.68437,                 1.4058,              0.0012476,              0.0012476,              0.0012476
                    193,                0.91682,                0.58028,                 1.3689,                0.99588,                      1,                  0.995,                0.67513,                 1.1991,                0.69175,                 1.4442,              0.0012436,              0.0012436,              0.0012436
                    194,                0.91334,                0.59129,                 1.3524,                0.99293,                      1,                  0.995,                0.68709,                 1.2074,                0.73592,                  1.389,              0.0012397,              0.0012397,              0.0012397
                    195,                 0.9071,                0.60161,                 1.3361,                0.99229,                      1,                  0.995,                0.69179,                 1.1938,                0.68824,                 1.3611,              0.0012357,              0.0012357,              0.0012357
                    196,                0.86186,                0.56596,                 1.2867,                 0.9922,                      1,                  0.995,                0.70831,                 1.1537,                0.66894,                 1.3499,              0.0012318,              0.0012318,              0.0012318
                    197,                0.86489,                0.57421,                 1.3169,                  0.994,                      1,                  0.995,                0.70443,                 1.0823,                0.73407,                 1.3835,              0.0012278,              0.0012278,              0.0012278
                    198,                0.88014,                0.57586,                 1.3277,                 0.9964,                      1,                  0.995,                0.67133,                 1.1387,                 0.6909,                 1.4831,              0.0012238,              0.0012238,              0.0012238
                    199,                 0.8299,                0.56001,                 1.3449,                0.99419,                      1,                  0.995,                0.67348,                 1.1468,                0.74226,                 1.4862,              0.0012199,              0.0012199,              0.0012199
                    200,                0.85122,                0.54998,                 1.3653,                 0.9918,                      1,                  0.995,                0.68567,                 1.1418,                0.71855,                 1.4699,              0.0012159,              0.0012159,              0.0012159
                    201,                0.81979,                0.55863,                  1.309,                0.99287,                      1,                  0.995,                 0.6728,                 1.1363,                0.71762,                  1.403,               0.001212,               0.001212,               0.001212
                    202,                 0.8529,                0.56889,                 1.3228,                0.99089,                      1,                  0.995,                0.69258,                 1.1262,                 0.7464,                 1.3409,               0.001208,               0.001208,               0.001208
                    203,                0.85746,                0.55752,                 1.3699,                0.99063,                      1,                  0.995,                0.70678,                 1.1402,                0.74005,                 1.3209,               0.001204,               0.001204,               0.001204
                    204,                0.91286,                 0.5705,                 1.3669,                0.94066,                      1,                 0.9925,                0.68766,                  1.184,                0.74399,                 1.3083,              0.0012001,              0.0012001,              0.0012001
                    205,                0.93082,                0.58541,                 1.3475,                0.99128,                      1,                  0.995,                0.67752,                  1.155,                0.70222,                 1.3424,              0.0011961,              0.0011961,              0.0011961
                    206,                0.90331,                0.58088,                 1.3651,                0.98782,                      1,                  0.995,                0.68227,                 1.1619,                0.74912,                 1.3973,              0.0011922,              0.0011922,              0.0011922
                    207,                0.91022,                0.57756,                 1.3671,                0.98567,                      1,                  0.995,                 0.7292,                 1.1486,                0.73803,                 1.4062,              0.0011882,              0.0011882,              0.0011882
                    208,                0.87429,                 0.5629,                 1.3459,                0.94278,                      1,                   0.99,                0.72599,                 1.0577,                0.69758,                 1.3892,              0.0011842,              0.0011842,              0.0011842
                    209,                0.85998,                0.56656,                 1.3197,                 0.9468,                      1,                 0.9925,                0.69815,                 1.1189,                0.69933,                 1.4168,              0.0011803,              0.0011803,              0.0011803
                    210,                0.86726,                0.57873,                 1.3241,                0.98597,                      1,                  0.995,                0.73202,                 1.1376,                0.72001,                 1.4841,              0.0011763,              0.0011763,              0.0011763
                    211,                0.85434,                0.55749,                 1.3467,                0.98876,                      1,                  0.995,                0.74729,                 1.1196,                0.71554,                 1.4943,              0.0011724,              0.0011724,              0.0011724
                    212,                0.84178,                0.57206,                 1.3857,                 0.9958,                      1,                  0.995,                0.73432,                 1.1575,                0.73187,                 1.4652,              0.0011684,              0.0011684,              0.0011684
                    213,                0.82628,                0.56892,                 1.3383,                0.94583,                      1,                   0.99,                0.71183,                 1.0536,                 0.7146,                 1.4205,              0.0011644,              0.0011644,              0.0011644
                    214,                0.85404,                0.56829,                 1.3425,                 0.9963,                      1,                  0.995,                0.70653,                 1.0344,                0.72072,                    1.4,              0.0011605,              0.0011605,              0.0011605
                    215,                0.81542,                0.56193,                 1.3955,                      1,                0.99211,                  0.995,                  0.713,                 1.0451,                0.71986,                 1.4418,              0.0011565,              0.0011565,              0.0011565
                    216,                0.78786,                0.54421,                 1.3556,                0.99744,                      1,                  0.995,                0.71586,                 1.0504,                0.70429,                  1.444,              0.0011526,              0.0011526,              0.0011526
                    217,                0.82939,                0.56395,                  1.309,                0.99487,                      1,                  0.995,                0.71003,                 1.0933,                0.69364,                  1.452,              0.0011486,              0.0011486,              0.0011486
                    218,                0.78881,                0.53383,                 1.3118,                0.99305,                      1,                  0.995,                0.72683,                 1.1341,                0.66143,                 1.4591,              0.0011446,              0.0011446,              0.0011446
                    219,                0.82083,                0.54633,                 1.3128,                0.99213,                      1,                  0.995,                0.73282,                 1.1104,                0.66992,                 1.4183,              0.0011407,              0.0011407,              0.0011407
                    220,                0.88698,                0.56619,                 1.3448,                0.99199,                      1,                  0.995,                 0.7334,                 1.1279,                0.68662,                 1.4071,              0.0011367,              0.0011367,              0.0011367
                    221,                0.83959,                0.55869,                  1.368,                0.94766,                      1,                 0.9875,                0.70612,                 1.1829,                0.72797,                 1.4761,              0.0011328,              0.0011328,              0.0011328
                    222,                0.88071,                 0.5818,                 1.3891,                0.91536,                0.94737,                0.99024,                0.62148,                 1.3235,                0.74089,                 1.5248,              0.0011288,              0.0011288,              0.0011288
                    223,                0.91878,                0.58239,                 1.3812,                0.94083,                      1,                 0.9925,                0.62423,                 1.3015,                0.67109,                  1.474,              0.0011248,              0.0011248,              0.0011248
                    224,                0.85126,                0.56835,                 1.3808,                0.99234,                      1,                  0.995,                0.64117,                 1.2602,                0.72363,                 1.4849,              0.0011209,              0.0011209,              0.0011209
                    225,                0.86931,                0.57025,                 1.3736,                0.99416,                      1,                  0.995,                0.65495,                  1.254,                0.70341,                 1.5225,              0.0011169,              0.0011169,              0.0011169
                    226,                 0.8441,                0.57374,                   1.35,                      1,                0.99968,                  0.995,                0.67821,                 1.1431,                0.70402,                 1.4741,               0.001113,               0.001113,               0.001113
                    227,                0.83075,                0.56195,                 1.3155,                0.99445,                      1,                  0.995,                0.69674,                 1.1288,                0.70485,                 1.4848,               0.001109,               0.001109,               0.001109
                    228,                0.84005,                 0.5687,                 1.3266,                0.99368,                      1,                  0.995,                0.67315,                 1.1276,                 0.7284,                 1.4977,               0.001105,               0.001105,               0.001105
                    229,                0.83075,                 0.5546,                 1.3356,                0.95877,                      1,                  0.995,                0.69427,                 1.0591,                0.68978,                 1.3678,              0.0011011,              0.0011011,              0.0011011
                    230,                0.80847,                0.54727,                 1.3472,                0.98755,                      1,                  0.995,                0.69662,                 1.0278,                0.70483,                 1.4131,              0.0010971,              0.0010971,              0.0010971
                    231,                0.78719,                0.54749,                  1.331,                0.98674,                      1,                  0.995,                0.70068,                 1.0307,                0.72507,                 1.4498,              0.0010932,              0.0010932,              0.0010932
                    232,                0.80702,                0.54824,                 1.3245,                      1,                0.98772,                  0.995,                0.68059,                 1.1112,                0.72166,                 1.4735,              0.0010892,              0.0010892,              0.0010892
                    233,                0.79764,                0.53842,                 1.3235,                      1,                 0.9419,                 0.9925,                 0.7104,                 1.0607,                0.71629,                 1.4441,              0.0010852,              0.0010852,              0.0010852
                    234,                0.79214,                0.52949,                 1.3092,                0.94964,                0.99288,                   0.99,                0.72146,                 1.1045,                0.69691,                 1.4334,              0.0010813,              0.0010813,              0.0010813
                    235,                0.78902,                0.53267,                 1.3045,                0.94927,                0.98534,                 0.9875,                0.71596,                 1.0857,                0.72701,                 1.4084,              0.0010773,              0.0010773,              0.0010773
                    236,                0.87671,                 0.5648,                 1.2979,                 0.9488,                      1,                  0.995,                0.66829,                 1.2038,                0.67664,                 1.3882,              0.0010734,              0.0010734,              0.0010734
                    237,                0.84906,                0.55596,                 1.3691,                0.94868,                      1,                 0.9925,                0.71004,                 1.1785,                0.70164,                 1.5112,              0.0010694,              0.0010694,              0.0010694
                    238,                0.81139,                0.54787,                 1.3181,                0.94107,                      1,                 0.9925,                0.73306,                 1.1425,                0.68764,                 1.4107,              0.0010654,              0.0010654,              0.0010654
                    239,                0.85975,                0.55839,                 1.3499,                0.94104,                      1,                 0.9925,                0.69796,                 1.1492,                0.68384,                 1.3188,              0.0010615,              0.0010615,              0.0010615
                    240,                0.83833,                0.55534,                 1.3105,                0.99743,                      1,                  0.995,                0.70918,                 1.1565,                0.69319,                 1.3449,              0.0010575,              0.0010575,              0.0010575
                    241,                0.79193,                0.54273,                 1.3543,                  0.934,                      1,                 0.9875,                0.77017,                 1.1089,                0.65843,                 1.3869,              0.0010536,              0.0010536,              0.0010536
                    242,                0.81013,                0.53855,                 1.3473,                0.98951,                      1,                  0.995,                0.72264,                 1.0195,                0.64567,                 1.4145,              0.0010496,              0.0010496,              0.0010496
                    243,                0.84003,                0.56439,                 1.3471,                0.94386,                      1,                 0.9845,                0.73626,                 1.0268,                0.65682,                 1.3919,              0.0010456,              0.0010456,              0.0010456
                    244,                0.79563,                0.54152,                 1.3324,                0.99207,                      1,                  0.995,                0.74708,                 1.0504,                0.67957,                 1.3501,              0.0010417,              0.0010417,              0.0010417
                    245,                0.79916,                0.53745,                 1.2589,                0.99408,                      1,                  0.995,                0.70435,                 1.1262,                0.72478,                 1.3606,              0.0010377,              0.0010377,              0.0010377
                    246,                0.80991,                0.54454,                  1.308,                  0.943,                      1,                 0.9925,                0.68047,                 1.1337,                0.76456,                 1.3649,              0.0010338,              0.0010338,              0.0010338
                    247,                0.80241,                0.54468,                 1.3252,                      1,                0.96106,                  0.995,                 0.6956,                 1.0676,                 0.7517,                 1.3725,              0.0010298,              0.0010298,              0.0010298
                    248,                0.78896,                0.55209,                 1.2628,                0.97268,                0.94737,                 0.9925,                 0.7216,                 1.0221,                0.72355,                 1.4017,              0.0010258,              0.0010258,              0.0010258
                    249,                0.79768,                0.53943,                 1.3304,                0.96838,                0.94737,                0.99024,                0.75084,                  1.037,                0.69687,                  1.439,              0.0010219,              0.0010219,              0.0010219
                    250,                 0.7601,                0.52834,                 1.3017,                      1,                0.98155,                  0.995,                0.73638,                 1.0808,                0.69779,                 1.4316,              0.0010179,              0.0010179,              0.0010179
                    251,                0.79714,                0.54721,                  1.296,                      1,                0.98691,                  0.995,                0.73768,                 1.1102,                0.69283,                 1.3995,               0.001014,               0.001014,               0.001014
                    252,                0.80577,                0.53287,                  1.308,                 0.9429,                      1,                 0.9925,                0.71863,                 1.1374,                0.66748,                 1.3834,                0.00101,                0.00101,                0.00101
                    253,                 0.8311,                 0.5529,                 1.3062,                0.94343,                      1,                 0.9925,                0.69987,                 1.0837,                0.65146,                 1.3641,               0.001006,               0.001006,               0.001006
                    254,                0.80631,                 0.5502,                  1.349,                0.99302,                      1,                  0.995,                0.72985,                 1.0266,                0.65184,                 1.3661,              0.0010021,              0.0010021,              0.0010021
                    255,                0.81394,                 0.5561,                 1.3635,                      1,                0.98914,                  0.995,                0.71621,                 1.0119,                0.70091,                 1.3753,             0.00099812,             0.00099812,             0.00099812
                    256,                0.80568,                0.53079,                  1.328,                      1,                 0.9861,                  0.995,                0.73274,                 1.0316,                0.67245,                 1.3873,             0.00099416,             0.00099416,             0.00099416
                    257,                0.81825,                 0.5508,                 1.3326,                0.99695,                      1,                  0.995,                0.73157,                 1.0642,                0.64432,                 1.4234,              0.0009902,              0.0009902,              0.0009902
                    258,                0.82469,                0.55495,                 1.3616,                0.94167,                      1,                  0.995,                0.75156,                 1.0948,                0.60843,                 1.4449,             0.00098624,             0.00098624,             0.00098624
                    259,                0.79714,                  0.549,                 1.3303,                0.98624,                      1,                  0.995,                 0.7553,                 1.1196,                0.63736,                 1.4695,             0.00098228,             0.00098228,             0.00098228
                    260,                0.79131,                0.54907,                 1.2945,                      1,                0.99138,                  0.995,                0.73024,                 1.0899,                0.67089,                 1.4051,             0.00097832,             0.00097832,             0.00097832
                    261,                0.79384,                0.54298,                 1.3323,                0.89373,                      1,                0.99024,                0.70642,                 1.0997,                0.66024,                 1.3951,             0.00097436,             0.00097436,             0.00097436
                    262,                0.79204,                0.53696,                 1.3421,                0.94885,                0.97705,                 0.9925,                0.70361,                 1.0755,                0.68694,                 1.4052,              0.0009704,              0.0009704,              0.0009704
                    263,                0.78615,                0.52968,                 1.3252,                0.97258,                0.94737,                 0.9925,                0.67874,                 1.1138,                0.68116,                 1.3995,             0.00096644,             0.00096644,             0.00096644
                    264,                0.77672,                0.51592,                 1.2822,                0.94287,                      1,                 0.9925,                0.67077,                 1.1126,                0.72557,                 1.3934,             0.00096248,             0.00096248,             0.00096248
                    265,                0.76206,                0.52244,                 1.2995,                0.94319,                      1,                 0.9925,                0.70076,                 1.1041,                0.66409,                 1.3713,             0.00095852,             0.00095852,             0.00095852
                    266,                0.76041,                0.52096,                 1.2625,                0.94646,                      1,                 0.9925,                0.73082,                 1.0461,                0.66349,                 1.3401,             0.00095456,             0.00095456,             0.00095456
                    267,                0.74554,                0.51431,                 1.2776,                0.94666,                      1,                 0.9925,                0.72305,                 1.0648,                0.67597,                 1.3388,              0.0009506,              0.0009506,              0.0009506
                    268,                0.77394,                0.52834,                 1.3273,                0.94946,                0.98925,                 0.9925,                0.72386,                 1.0876,                0.69368,                 1.3706,             0.00094664,             0.00094664,             0.00094664
                    269,                0.79982,                0.54358,                 1.3418,                      1,                 0.9978,                  0.995,                0.69415,                  1.127,                0.69688,                 1.3686,             0.00094268,             0.00094268,             0.00094268
                    270,                0.79622,                0.54241,                 1.3473,                0.94581,                      1,                   0.99,                0.72925,                 1.1506,                0.71993,                  1.419,             0.00093872,             0.00093872,             0.00093872
                    271,                0.77341,                0.53122,                 1.3448,                0.89911,                      1,                0.99024,                0.71487,                  1.164,                0.70448,                 1.4144,             0.00093476,             0.00093476,             0.00093476
                    272,                0.81382,                 0.5477,                 1.3638,                 0.9456,                      1,                   0.99,                0.72553,                 1.1358,                0.65926,                  1.331,              0.0009308,              0.0009308,              0.0009308
                    273,                0.79315,                0.53697,                 1.3305,                 0.9411,                      1,                 0.9925,                0.73905,                 1.0724,                0.65227,                 1.3873,             0.00092684,             0.00092684,             0.00092684
                    274,                0.76969,                0.51997,                 1.2837,                0.94349,                      1,                 0.9925,                0.74422,                 1.0625,                0.67253,                 1.3661,             0.00092288,             0.00092288,             0.00092288
                    275,                0.79141,                0.53224,                 1.3486,                0.99619,                      1,                  0.995,                0.75599,                  1.036,                0.64693,                 1.3218,             0.00091892,             0.00091892,             0.00091892
                    276,                0.75942,                0.52184,                 1.3138,                0.99593,                      1,                  0.995,                0.72419,                 1.0829,                0.69898,                 1.3818,             0.00091496,             0.00091496,             0.00091496
                    277,                0.77832,                0.53576,                 1.3265,                0.99546,                      1,                  0.995,                0.74498,                 1.0811,                0.67796,                 1.5449,               0.000911,               0.000911,               0.000911
                    278,                 0.7622,                 0.5072,                 1.3378,                0.99541,                      1,                  0.995,                0.73141,                 1.0863,                0.65375,                   1.59,             0.00090704,             0.00090704,             0.00090704
                    279,                0.76527,                0.51544,                 1.3252,                      1,                0.98223,                  0.995,                0.70569,                 1.0995,                0.66379,                 1.6072,             0.00090308,             0.00090308,             0.00090308
                    280,                0.76466,                0.52294,                 1.3247,                0.99378,                      1,                  0.995,                0.70611,                 1.1449,                0.68172,                 1.3329,             0.00089912,             0.00089912,             0.00089912
                    281,                0.75435,                0.52331,                 1.3244,                 0.9962,                      1,                  0.995,                 0.7204,                 1.1429,                0.66248,                 1.3572,             0.00089516,             0.00089516,             0.00089516
                    282,                0.76558,                0.51222,                 1.2774,                      1,                0.99897,                  0.995,                0.69869,                 1.1418,                0.68186,                 1.3788,              0.0008912,              0.0008912,              0.0008912
                    283,                0.77827,                 0.5279,                 1.3171,                      1,                0.99741,                  0.995,                0.69985,                 1.1511,                0.69084,                 1.3981,             0.00088724,             0.00088724,             0.00088724
                    284,                0.75232,                  0.519,                 1.3357,                      1,                0.99482,                  0.995,                0.68077,                 1.1284,                 0.7373,                 1.4399,             0.00088328,             0.00088328,             0.00088328
                    285,                0.77571,                0.54773,                 1.2837,                0.99405,                      1,                  0.995,                0.71796,                 1.0567,                 0.7012,                 1.3506,             0.00087932,             0.00087932,             0.00087932
                    286,                0.76397,                 0.5164,                 1.2636,                0.99481,                      1,                  0.995,                0.71069,                 1.0671,                0.65365,                 1.3185,             0.00087536,             0.00087536,             0.00087536
                    287,                0.77555,                0.51613,                 1.2888,                      1,                 0.9844,                  0.995,                0.71918,                 1.1214,                 0.6467,                 1.3595,              0.0008714,              0.0008714,              0.0008714
                    288,                0.79275,                0.52965,                 1.3406,                0.99851,                      1,                  0.995,                0.69205,                 1.1669,                  0.655,                 1.4014,             0.00086744,             0.00086744,             0.00086744
                    289,                0.80676,                 0.5231,                 1.3145,                0.99609,                      1,                  0.995,                0.68558,                  1.182,                 0.6678,                  1.421,             0.00086348,             0.00086348,             0.00086348
                    290,                0.79088,                0.53128,                 1.3056,                0.99687,                      1,                  0.995,                0.67108,                 1.1945,                0.68585,                 1.4526,             0.00085952,             0.00085952,             0.00085952
                    291,                 0.7477,                0.51274,                  1.354,                0.99578,                      1,                  0.995,                0.69532,                 1.1156,                0.71717,                 1.4466,             0.00085556,             0.00085556,             0.00085556
                    292,                0.75659,                0.51474,                 1.2747,                0.99671,                      1,                  0.995,                 0.7411,                 1.0213,                0.65938,                  1.393,              0.0008516,              0.0008516,              0.0008516
                    293,                0.75966,                 0.5128,                 1.2737,                0.99632,                      1,                  0.995,                0.69654,                 1.0625,                0.71068,                 1.4391,             0.00084764,             0.00084764,             0.00084764
                    294,                0.72935,                0.50269,                 1.3039,                0.99637,                      1,                  0.995,                0.67181,                 1.1387,                0.73978,                 1.4423,             0.00084368,             0.00084368,             0.00084368
                    295,                0.73653,                0.49855,                 1.2801,                0.99608,                      1,                  0.995,                0.71571,                 1.0911,                0.69068,                 1.3612,             0.00083972,             0.00083972,             0.00083972
                    296,                0.74681,                0.50802,                 1.3117,                      1,                0.99662,                  0.995,                0.71913,                 1.0677,                0.68364,                 1.3711,             0.00083576,             0.00083576,             0.00083576
                    297,                0.77055,                0.51588,                 1.2965,                0.99706,                      1,                  0.995,                0.72159,                 1.0894,                0.66051,                 1.3777,              0.0008318,              0.0008318,              0.0008318
                    298,                0.78029,                0.52385,                 1.3095,                      1,                0.99689,                  0.995,                0.75699,                 1.0684,                0.66142,                 1.3577,             0.00082784,             0.00082784,             0.00082784
                    299,                0.75261,                0.50917,                 1.2783,                      1,                0.99685,                  0.995,                0.72547,                 1.1016,                0.68418,                 1.3683,             0.00082388,             0.00082388,             0.00082388
                    300,                0.72389,                0.50508,                  1.244,                      1,                0.99619,                  0.995,                0.69686,                 1.1658,                0.68108,                 1.3808,             0.00081992,             0.00081992,             0.00081992
                    301,                0.74674,                 0.5114,                  1.293,                      1,                0.98737,                  0.995,                0.71776,                  1.175,                0.69085,                 1.3744,             0.00081596,             0.00081596,             0.00081596
                    302,                0.80714,                0.52884,                 1.3635,                0.94294,                      1,                 0.9925,                0.72134,                 1.1362,                0.64052,                 1.3422,               0.000812,               0.000812,               0.000812
                    303,                0.76902,                0.51234,                 1.3217,                      1,                0.98269,                  0.995,                0.71847,                 1.1479,                0.67246,                 1.3713,             0.00080804,             0.00080804,             0.00080804
                    304,                0.75845,                0.51684,                 1.2719,                 0.9967,                      1,                  0.995,                 0.6817,                 1.1875,                0.68766,                 1.3908,             0.00080408,             0.00080408,             0.00080408
                    305,                0.79789,                0.52462,                 1.2852,                0.94306,                      1,                 0.9925,                0.70569,                 1.1305,                0.65212,                  1.366,             0.00080012,             0.00080012,             0.00080012
                    306,                0.76888,                0.51311,                 1.2611,                 0.9445,                      1,                 0.9925,                0.72234,                 1.0958,                0.67672,                  1.388,             0.00079616,             0.00079616,             0.00079616
                    307,                0.77724,                0.52095,                 1.3029,                0.97595,                0.94737,                0.99024,                0.72584,                 1.1292,                  0.679,                 1.4249,              0.0007922,              0.0007922,              0.0007922
                    308,                0.73294,                 0.5051,                 1.2626,                0.94258,                      1,                 0.9925,                0.69007,                 1.1328,                0.67116,                 1.4039,             0.00078824,             0.00078824,             0.00078824
                    309,                0.76973,                0.50198,                 1.2682,                0.94542,                      1,                 0.9925,                0.73585,                 1.1109,                0.65938,                 1.3901,             0.00078428,             0.00078428,             0.00078428
                    310,                0.73849,                0.50899,                 1.2542,                0.94489,                      1,                 0.9925,                0.74223,                 1.0322,                0.68876,                 1.3896,             0.00078032,             0.00078032,             0.00078032
