                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.75021,                0.51582,                 1.3159,                      1,                0.98071,                  0.995,                 0.7261,                 1.0404,                0.70614,                 1.3571,             0.00077636,             0.00077636,             0.00077636
                    312,                0.75198,                 0.5017,                 1.2665,                      1,                0.99256,                  0.995,                0.74531,                 1.0666,                0.71417,                 1.3582,              0.0007724,              0.0007724,              0.0007724
                    313,                0.73066,                0.50373,                 1.2987,                      1,                0.99902,                  0.995,                0.76604,                 1.0659,                0.70015,                 1.3902,             0.00076844,             0.00076844,             0.00076844
                    314,                0.71471,                0.49601,                  1.274,                0.99941,                      1,                  0.995,                0.76152,                 1.0111,                 0.6629,                 1.3535,             0.00076448,             0.00076448,             0.00076448
                    315,                0.75305,                0.51648,                 1.2934,                      1,                0.99548,                  0.995,                0.77203,                0.97883,                0.64757,                 1.3433,             0.00076052,             0.00076052,             0.00076052
                    316,                0.73409,                0.51077,                 1.2479,                0.99695,                      1,                  0.995,                0.76164,                0.96796,                0.64327,                 1.3586,             0.00075656,             0.00075656,             0.00075656
                    317,                0.71704,                0.51343,                 1.3124,                0.99638,                      1,                  0.995,                0.75318,                0.99588,                0.67359,                 1.4263,              0.0007526,              0.0007526,              0.0007526
                    318,                0.70512,                0.50332,                 1.2501,                 0.9839,                      1,                  0.995,                0.73893,                  1.044,                0.68529,                 1.4612,             0.00074864,             0.00074864,             0.00074864
                    319,                 0.7532,                0.51083,                  1.312,                0.99456,                      1,                  0.995,                0.71805,                 1.0814,                0.70945,                 1.5429,             0.00074468,             0.00074468,             0.00074468
                    320,                0.73113,                0.50101,                 1.2825,                0.99317,                      1,                  0.995,                0.71973,                 1.0887,                0.73093,                 1.4437,             0.00074072,             0.00074072,             0.00074072
                    321,                0.73786,                0.51247,                 1.2817,                0.99342,                      1,                  0.995,                0.73004,                 1.0825,                0.72029,                 1.3957,             0.00073676,             0.00073676,             0.00073676
                    322,                0.70484,                0.49222,                 1.2497,                      1,                0.97984,                  0.995,                0.75592,                 1.0626,                 0.7259,                 1.3417,              0.0007328,              0.0007328,              0.0007328
                    323,                0.68337,                0.47894,                 1.2206,                      1,                0.97986,                  0.995,                0.73389,                 1.0978,                0.70721,                 1.3416,             0.00072884,             0.00072884,             0.00072884
                    324,                0.72151,                0.50407,                 1.2545,                0.99589,                      1,                  0.995,                 0.7178,                  1.116,                0.70504,                 1.3595,             0.00072488,             0.00072488,             0.00072488
                    325,                0.70631,                0.49069,                 1.2566,                 0.9962,                      1,                  0.995,                0.72374,                    1.1,                0.69067,                 1.3805,             0.00072092,             0.00072092,             0.00072092
                    326,                0.72631,                0.50189,                 1.2946,                0.94379,                      1,                 0.9925,                0.72557,                 1.0558,                0.68803,                 1.3991,             0.00071696,             0.00071696,             0.00071696
                    327,                0.72889,                 0.4933,                 1.3259,                0.94329,                      1,                 0.9925,                0.72387,                 1.0617,                0.71238,                 1.3808,               0.000713,               0.000713,               0.000713
                    328,                0.70536,                0.48779,                 1.2667,                0.99721,                      1,                  0.995,                  0.744,                 1.0351,                0.69449,                 1.3667,             0.00070904,             0.00070904,             0.00070904
                    329,                0.70416,                0.50066,                 1.2465,                0.99652,                      1,                  0.995,                0.72887,                 1.0602,                0.69089,                 1.3952,             0.00070508,             0.00070508,             0.00070508
                    330,                0.70627,                0.50366,                 1.2651,                0.99618,                      1,                  0.995,                0.73912,                 1.0494,                 0.6932,                 1.3929,             0.00070112,             0.00070112,             0.00070112
                    331,                0.70602,                0.48933,                 1.3098,                0.99564,                      1,                  0.995,                0.73543,                  1.026,                0.69596,                  1.375,             0.00069716,             0.00069716,             0.00069716
                    332,                0.74106,                0.50092,                  1.249,                0.94244,                      1,                 0.9925,                0.73579,                 1.0449,                0.69219,                 1.3873,              0.0006932,              0.0006932,              0.0006932
                    333,                0.72318,                0.48868,                 1.2616,                0.94013,                      1,                 0.9925,                0.73415,                 1.0321,                0.71043,                 1.4097,             0.00068924,             0.00068924,             0.00068924
                    334,                0.72883,                0.49945,                  1.299,                0.99359,                      1,                  0.995,                0.76958,                 1.0203,                0.66531,                 1.4179,             0.00068528,             0.00068528,             0.00068528
                    335,                0.71147,                0.48729,                 1.2321,                0.99376,                      1,                  0.995,                0.76783,                 1.0325,                0.67485,                 1.4122,             0.00068132,             0.00068132,             0.00068132
                    336,                0.72831,                0.49516,                 1.2608,                 0.9938,                      1,                  0.995,                0.76316,                 1.0593,                0.65486,                 1.3981,             0.00067736,             0.00067736,             0.00067736
                    337,                0.72553,                0.49417,                 1.2895,                0.99442,                      1,                  0.995,                0.77713,                 1.0597,                0.64848,                 1.3701,              0.0006734,              0.0006734,              0.0006734
                    338,                0.71266,                0.49156,                 1.2563,                0.99453,                      1,                  0.995,                0.75965,                 1.1067,                0.66525,                 1.3787,             0.00066944,             0.00066944,             0.00066944
                    339,                0.72732,                0.49323,                 1.2875,                0.99473,                      1,                  0.995,                0.78463,                 1.0348,                0.68937,                 1.3878,             0.00066548,             0.00066548,             0.00066548
                    340,                0.67051,                0.47127,                 1.2103,                 0.9938,                      1,                  0.995,                0.78423,                0.98339,                0.65792,                 1.3754,             0.00066152,             0.00066152,             0.00066152
                    341,                0.71617,                0.49556,                 1.2513,                 0.9936,                      1,                  0.995,                0.73458,                 1.0136,                 0.6796,                 1.4334,             0.00065756,             0.00065756,             0.00065756
                    342,                 0.7227,                0.51672,                 1.2917,                 0.9916,                      1,                  0.995,                0.70158,                 1.0756,                0.70676,                 1.4567,              0.0006536,              0.0006536,              0.0006536
                    343,                0.70408,                 0.4982,                 1.3418,                0.99327,                      1,                  0.995,                0.72358,                 1.0781,                0.67971,                 1.3923,             0.00064964,             0.00064964,             0.00064964
                    344,                0.73083,                0.49577,                 1.2764,                 0.9928,                      1,                  0.995,                0.74862,                 1.0738,                0.66421,                 1.3793,             0.00064568,             0.00064568,             0.00064568
                    345,                0.72537,                0.50104,                 1.2664,                0.99243,                      1,                  0.995,                0.73129,                 1.0489,                0.65872,                 1.4166,             0.00064172,             0.00064172,             0.00064172
                    346,                0.70417,                0.48736,                  1.311,                      1,                0.99312,                  0.995,                0.72399,                  1.062,                0.66983,                 1.4123,             0.00063776,             0.00063776,             0.00063776
                    347,                0.71421,                0.49362,                 1.2481,                      1,                0.98741,                  0.995,                0.72315,                 1.0471,                0.67428,                 1.3908,              0.0006338,              0.0006338,              0.0006338
                    348,                 0.7339,                0.49765,                 1.2397,                      1,                0.98915,                  0.995,                0.73212,                 1.0429,                0.66396,                 1.3608,             0.00062984,             0.00062984,             0.00062984
                    349,                0.71296,                0.49584,                 1.2576,                      1,                0.97973,                  0.995,                0.73079,                 1.0105,                 0.7049,                 1.3933,             0.00062588,             0.00062588,             0.00062588
                    350,                0.70285,                0.48717,                 1.2801,                      1,                0.97839,                  0.995,                0.72675,                 1.0444,                0.69571,                 1.4168,             0.00062192,             0.00062192,             0.00062192
                    351,                0.69467,                0.48768,                 1.2627,                0.97997,                0.94737,                 0.9925,                0.75425,                 1.0131,                 0.6969,                  1.391,             0.00061796,             0.00061796,             0.00061796
                    352,                0.75211,                0.51421,                 1.2455,                      1,                0.97578,                  0.995,                0.74694,                 1.0032,                0.68866,                 1.3655,               0.000614,               0.000614,               0.000614
                    353,                0.71258,                0.48221,                 1.2369,                0.93849,                      1,                 0.9925,                0.74788,                 1.0029,                0.70146,                 1.3956,             0.00061004,             0.00061004,             0.00061004
                    354,                0.73608,                0.49638,                 1.2664,                0.93809,                      1,                 0.9925,                0.71897,                 1.0265,                0.75117,                 1.4013,             0.00060608,             0.00060608,             0.00060608
                    355,                0.70965,                0.47644,                 1.2424,                0.93961,                      1,                 0.9925,                0.71866,                 1.0297,                0.70166,                 1.3795,             0.00060212,             0.00060212,             0.00060212
                    356,                 0.6945,                0.47822,                 1.2134,                0.94081,                      1,                 0.9925,                0.69235,                 1.0504,                0.68571,                 1.3727,             0.00059816,             0.00059816,             0.00059816
                    357,                 0.6773,                0.47635,                 1.2028,                0.94557,                      1,                 0.9925,                0.74298,                 1.0466,                0.67342,                 1.3613,              0.0005942,              0.0005942,              0.0005942
                    358,                0.70838,                 0.4991,                 1.2706,                0.94604,                      1,                 0.9925,                 0.7389,                 1.0511,                0.65188,                 1.3581,             0.00059024,             0.00059024,             0.00059024
                    359,                0.67722,                0.46886,                 1.2465,                      1,                0.97531,                  0.995,                0.70696,                 1.1544,                0.69075,                 1.3924,             0.00058628,             0.00058628,             0.00058628
                    360,                0.68021,                0.47442,                 1.2828,                      1,                0.97912,                  0.995,                0.69846,                 1.1628,                0.72233,                 1.3964,             0.00058232,             0.00058232,             0.00058232
                    361,                0.66949,                 0.4717,                 1.2426,                0.99367,                      1,                  0.995,                 0.7051,                 1.1581,                0.72895,                 1.3941,             0.00057836,             0.00057836,             0.00057836
                    362,                0.72032,                0.49417,                 1.2683,                0.99268,                      1,                  0.995,                0.73441,                 1.0835,                0.69241,                 1.3801,              0.0005744,              0.0005744,              0.0005744
                    363,                0.65559,                0.45892,                 1.2476,                0.99215,                      1,                  0.995,                0.73763,                 1.0712,                0.68296,                 1.3672,             0.00057044,             0.00057044,             0.00057044
                    364,                0.65251,                0.46212,                 1.1982,                0.99291,                      1,                  0.995,                0.73319,                 1.0897,                0.67671,                 1.3537,             0.00056648,             0.00056648,             0.00056648
                    365,                0.70784,                0.49498,                 1.2812,                0.99879,                      1,                  0.995,                0.74285,                 1.0861,                0.67763,                 1.3596,             0.00056252,             0.00056252,             0.00056252
                    366,                0.66423,                0.47645,                  1.275,                      1,                0.99164,                  0.995,                0.71505,                 1.0657,                0.69445,                 1.3755,             0.00055856,             0.00055856,             0.00055856
                    367,                0.67463,                0.46956,                 1.2402,                      1,                0.98972,                  0.995,                0.72473,                 1.0782,                0.65969,                 1.3833,              0.0005546,              0.0005546,              0.0005546
                    368,                0.69404,                0.47237,                 1.2499,                      1,                0.99553,                  0.995,                 0.7408,                 1.0504,                0.66649,                 1.3615,             0.00055064,             0.00055064,             0.00055064
                    369,                0.69216,                0.48664,                 1.2702,                0.99461,                      1,                  0.995,                0.70958,                 1.1012,                0.71115,                  1.362,             0.00054668,             0.00054668,             0.00054668
                    370,                0.67401,                  0.472,                 1.2395,                 0.9881,                      1,                  0.995,                0.71496,                  1.144,                0.68195,                 1.4038,             0.00054272,             0.00054272,             0.00054272
                    371,                 0.6828,                0.48335,                 1.2623,                0.98593,                      1,                  0.995,                0.70202,                 1.1765,                0.67885,                 1.4271,             0.00053876,             0.00053876,             0.00053876
                    372,                0.67342,                0.46613,                 1.2562,                      1,                0.99655,                  0.995,                0.72434,                 1.1321,                0.66924,                 1.4004,              0.0005348,              0.0005348,              0.0005348
                    373,                0.71506,                0.47674,                 1.2646,                 0.9916,                      1,                  0.995,                0.72515,                 1.1067,                0.66069,                 1.3851,             0.00053084,             0.00053084,             0.00053084
                    374,                 0.6922,                0.49187,                  1.291,                0.99327,                      1,                  0.995,                0.72541,                 1.1247,                0.67753,                  1.416,             0.00052688,             0.00052688,             0.00052688
                    375,                0.68329,                0.47782,                 1.2711,                0.99357,                      1,                  0.995,                0.73162,                 1.0696,                0.71189,                 1.4177,             0.00052292,             0.00052292,             0.00052292
                    376,                0.68417,                0.48238,                 1.2544,                 0.9922,                      1,                  0.995,                0.73201,                 1.0642,                0.71019,                 1.4014,             0.00051896,             0.00051896,             0.00051896
                    377,                0.69302,                0.47713,                  1.252,                0.99109,                      1,                  0.995,                  0.759,                  1.078,                0.68248,                 1.4143,               0.000515,               0.000515,               0.000515
                    378,                0.64971,                0.46337,                 1.2517,                0.99135,                      1,                  0.995,                0.77289,                 1.0418,                0.68067,                 1.3883,             0.00051104,             0.00051104,             0.00051104
                    379,                0.64986,                0.46485,                 1.2414,                0.99075,                      1,                  0.995,                0.78105,                 1.0252,                0.68669,                 1.3798,             0.00050708,             0.00050708,             0.00050708
                    380,                0.68601,                0.47149,                 1.2566,                0.99062,                      1,                  0.995,                0.78466,                0.98632,                0.71588,                 1.3833,             0.00050312,             0.00050312,             0.00050312
                    381,                0.66231,                0.46498,                  1.227,                0.99097,                      1,                  0.995,                0.76031,                 1.0096,                0.71678,                 1.4014,             0.00049916,             0.00049916,             0.00049916
                    382,                0.67386,                0.46684,                 1.2313,                0.99292,                      1,                  0.995,                 0.7631,                 1.0508,                0.71758,                 1.4069,              0.0004952,              0.0004952,              0.0004952
                    383,                0.68294,                0.47611,                 1.2286,                0.99922,                      1,                  0.995,                 0.7618,                 1.0282,                0.69498,                 1.4182,             0.00049124,             0.00049124,             0.00049124
                    384,                0.67664,                0.46515,                 1.2574,                      1,                0.99757,                  0.995,                0.78278,                 1.0411,                0.69142,                 1.4204,             0.00048728,             0.00048728,             0.00048728
                    385,                0.69794,                0.47738,                 1.2708,                      1,                0.99386,                  0.995,                0.76685,                 1.0741,                0.69427,                 1.4036,             0.00048332,             0.00048332,             0.00048332
                    386,                0.67723,                0.46745,                 1.2582,                      1,                0.99526,                  0.995,                0.74282,                 1.0853,                0.69323,                 1.4133,             0.00047936,             0.00047936,             0.00047936
                    387,                0.65919,                0.46738,                 1.2578,                0.95394,                0.94737,                 0.9925,                0.73681,                 1.0957,                0.71507,                 1.4084,              0.0004754,              0.0004754,              0.0004754
                    388,                0.65034,                0.45333,                 1.2653,                      1,                0.99528,                  0.995,                0.73992,                 1.0847,                0.73104,                 1.4178,             0.00047144,             0.00047144,             0.00047144
                    389,                0.67124,                0.46572,                 1.2487,                0.99746,                      1,                  0.995,                0.73972,                 1.1015,                0.74377,                 1.4331,             0.00046748,             0.00046748,             0.00046748
                    390,                0.63773,                0.45952,                 1.2197,                0.93559,                      1,                 0.9925,                0.72467,                 1.1251,                0.73605,                 1.4303,             0.00046352,             0.00046352,             0.00046352
                    391,                0.67008,                 0.4748,                 1.2511,                0.93367,                      1,                 0.9925,                0.72023,                 1.0838,                0.75328,                 1.4099,             0.00045956,             0.00045956,             0.00045956
                    392,                0.66063,                 0.4659,                 1.2361,                0.99717,                      1,                  0.995,                0.72069,                 1.0547,                0.75827,                 1.4077,              0.0004556,              0.0004556,              0.0004556
                    393,                0.67034,                0.46531,                 1.2268,                      1,                0.99999,                  0.995,                0.73167,                 1.0376,                0.72854,                 1.4084,             0.00045164,             0.00045164,             0.00045164
                    394,                0.66191,                0.45885,                  1.263,                0.99434,                      1,                  0.995,                0.75415,                 1.0037,                0.70477,                 1.3941,             0.00044768,             0.00044768,             0.00044768
                    395,                0.66595,                0.46618,                  1.245,                0.99455,                      1,                  0.995,                0.76462,                0.99921,                0.69847,                 1.3875,             0.00044372,             0.00044372,             0.00044372
                    396,                0.70406,                 0.4721,                 1.3066,                0.99502,                      1,                  0.995,                0.77402,                 0.9677,                0.68071,                 1.3883,             0.00043976,             0.00043976,             0.00043976
                    397,                0.66776,                0.45198,                 1.2623,                0.99552,                      1,                  0.995,                0.76681,                 0.9694,                0.68364,                 1.3991,              0.0004358,              0.0004358,              0.0004358
                    398,                0.65424,                0.46055,                 1.2318,                0.99431,                      1,                  0.995,                  0.751,                0.99836,                0.67001,                 1.4186,             0.00043184,             0.00043184,             0.00043184
                    399,                0.63097,                0.44343,                 1.2011,                 0.9951,                      1,                  0.995,                0.73751,                 1.0352,                0.68473,                 1.4087,             0.00042788,             0.00042788,             0.00042788
                    400,                0.65383,                0.46143,                 1.2224,                0.99632,                      1,                  0.995,                0.73874,                 1.0563,                 0.7265,                 1.3982,             0.00042392,             0.00042392,             0.00042392
                    401,                0.65927,                0.46014,                 1.2354,                0.99551,                      1,                  0.995,                 0.7456,                 1.0439,                0.74722,                 1.3966,             0.00041996,             0.00041996,             0.00041996
                    402,                0.63652,                0.45178,                 1.2593,                0.99368,                      1,                  0.995,                0.75768,                 1.0427,                0.69926,                 1.3932,               0.000416,               0.000416,               0.000416
                    403,                0.67205,                0.46309,                 1.2549,                 0.9931,                      1,                  0.995,                0.76236,                 1.0379,                0.68168,                 1.3826,             0.00041204,             0.00041204,             0.00041204
                    404,                 0.6876,                0.47329,                 1.2912,                0.99506,                      1,                  0.995,                0.74488,                 1.0742,                 0.6835,                 1.3899,             0.00040808,             0.00040808,             0.00040808
                    405,                0.67668,                0.47158,                 1.2495,                0.99394,                      1,                  0.995,                0.74065,                 1.0829,                0.70537,                 1.3953,             0.00040412,             0.00040412,             0.00040412
                    406,                0.66354,                0.46136,                 1.2445,                0.99449,                      1,                  0.995,                0.72652,                 1.0571,                0.67851,                 1.3846,             0.00040016,             0.00040016,             0.00040016
                    407,                0.63647,                0.45075,                 1.2461,                0.99545,                      1,                  0.995,                0.76107,                 1.0284,                0.67934,                  1.385,              0.0003962,              0.0003962,              0.0003962
                    408,                0.64407,                0.46037,                 1.2299,                0.99798,                      1,                  0.995,                0.74227,                 1.0549,                0.67158,                 1.3846,             0.00039224,             0.00039224,             0.00039224
                    409,                 0.6395,                0.45999,                 1.2171,                0.96436,                0.94737,                 0.9925,                 0.7296,                 1.0854,                0.68079,                 1.3753,             0.00038828,             0.00038828,             0.00038828
                    410,                0.65165,                0.45714,                 1.2254,                0.93398,                      1,                 0.9925,                0.72527,                   1.11,                0.71103,                 1.3716,             0.00038432,             0.00038432,             0.00038432
                    411,                0.62179,                0.44642,                 1.2102,                 0.9365,                      1,                 0.9925,                0.72243,                 1.1112,                0.71257,                 1.3693,             0.00038036,             0.00038036,             0.00038036
                    412,                0.64996,                0.46204,                 1.2547,                 0.9374,                      1,                 0.9925,                0.72429,                 1.1053,                0.71718,                 1.3761,              0.0003764,              0.0003764,              0.0003764
                    413,                0.66122,                0.47234,                  1.292,                0.94746,                0.94928,                 0.9925,                0.72731,                 1.0856,                0.70458,                 1.3762,             0.00037244,             0.00037244,             0.00037244
                    414,                0.64618,                0.45177,                 1.2477,                      1,                0.94264,                0.99024,                0.74135,                 1.0742,                0.68499,                 1.3812,             0.00036848,             0.00036848,             0.00036848
                    415,                0.68251,                0.48937,                 1.2997,                0.94769,                0.95374,                 0.9925,                0.74053,                  1.083,                0.71129,                 1.4091,             0.00036452,             0.00036452,             0.00036452
                    416,                0.64898,                0.46376,                 1.2249,                0.94114,                      1,                 0.9925,                 0.7268,                 1.0985,                0.71601,                 1.4067,             0.00036056,             0.00036056,             0.00036056
                    417,                0.62798,                0.45326,                 1.2003,                0.93796,                      1,                 0.9925,                0.71648,                 1.0914,                0.68128,                 1.3848,              0.0003566,              0.0003566,              0.0003566
                    418,                0.67278,                0.46423,                  1.272,                      1,                0.94599,                0.99024,                0.72528,                 1.0777,                 0.7012,                  1.362,             0.00035264,             0.00035264,             0.00035264
                    419,                0.63156,                0.45442,                 1.2245,                0.94259,                      1,                 0.9925,                0.71559,                 1.1106,                0.69496,                 1.3838,             0.00034868,             0.00034868,             0.00034868
                    420,                 0.6469,                 0.4627,                 1.2184,                0.99516,                      1,                  0.995,                0.73686,                 1.1036,                0.68189,                 1.3864,             0.00034472,             0.00034472,             0.00034472
                    421,                0.64202,                0.46427,                 1.2424,                 0.9954,                      1,                  0.995,                0.73143,                 1.0911,                  0.653,                 1.3731,             0.00034076,             0.00034076,             0.00034076
                    422,                0.63755,                0.45932,                 1.2141,                 0.9953,                      1,                  0.995,                0.72009,                  1.085,                0.67036,                  1.372,              0.0003368,              0.0003368,              0.0003368
                    423,                0.65827,                0.45773,                 1.2347,                0.99486,                      1,                  0.995,                0.73301,                 1.0761,                0.69971,                 1.3702,             0.00033284,             0.00033284,             0.00033284
                    424,                0.62743,                0.44996,                  1.205,                0.99453,                      1,                  0.995,                0.73826,                 1.0604,                0.69941,                 1.3638,             0.00032888,             0.00032888,             0.00032888
                    425,                0.62664,                0.44487,                 1.2146,                0.99433,                      1,                  0.995,                0.72842,                 1.0409,                0.68885,                 1.3653,             0.00032492,             0.00032492,             0.00032492
                    426,                0.62666,                0.45411,                 1.2574,                0.99681,                      1,                  0.995,                0.74045,                 1.0091,                0.72277,                 1.3805,             0.00032096,             0.00032096,             0.00032096
                    427,                0.64669,                0.46014,                  1.251,                0.99966,                      1,                  0.995,                0.72701,                 1.0163,                0.72755,                 1.3842,               0.000317,               0.000317,               0.000317
                    428,                0.63743,                0.46027,                 1.2165,                      1,                0.98741,                  0.995,                 0.7319,                 1.0407,                0.74348,                  1.381,             0.00031304,             0.00031304,             0.00031304
                    429,                0.65684,                0.45691,                 1.2284,                      1,                0.99144,                  0.995,                0.74223,                 1.0235,                0.72534,                 1.3832,             0.00030908,             0.00030908,             0.00030908
                    430,                 0.6136,                0.44421,                 1.2362,                      1,                0.99283,                  0.995,                0.74742,                 1.0261,                0.65138,                  1.368,             0.00030512,             0.00030512,             0.00030512
                    431,                0.62959,                0.44715,                 1.2258,                0.99478,                      1,                  0.995,                0.75478,                 1.0229,                0.62538,                 1.3563,             0.00030116,             0.00030116,             0.00030116
                    432,                 0.6248,                0.45248,                 1.1931,                 0.9965,                      1,                  0.995,                0.77574,                 1.0194,                0.62812,                 1.3349,              0.0002972,              0.0002972,              0.0002972
                    433,                0.63286,                 0.4469,                 1.2478,                      1,                0.99373,                  0.995,                0.75637,                 1.0207,                0.64612,                 1.3445,             0.00029324,             0.00029324,             0.00029324
                    434,                0.62215,                0.44659,                 1.1899,                      1,                0.99465,                  0.995,                 0.7561,                 1.0048,                0.66319,                 1.3453,             0.00028928,             0.00028928,             0.00028928
                    435,                0.63633,                0.45479,                 1.2154,                      1,                0.98986,                  0.995,                0.75922,                 1.0231,                0.65395,                 1.3473,             0.00028532,             0.00028532,             0.00028532
                    436,                0.64768,                0.45308,                 1.2049,                      1,                0.99741,                  0.995,                 0.7632,                 1.0153,                0.65541,                 1.3345,             0.00028136,             0.00028136,             0.00028136
                    437,                0.63939,                0.44978,                 1.2056,                0.99464,                      1,                  0.995,                0.76096,                 1.0413,                0.66845,                 1.3614,              0.0002774,              0.0002774,              0.0002774
                    438,                0.63858,                 0.4468,                 1.2119,                0.99343,                      1,                  0.995,                0.73338,                 1.0567,                0.69609,                 1.3757,             0.00027344,             0.00027344,             0.00027344
                    439,                0.60718,                0.43579,                 1.2382,                0.99341,                      1,                  0.995,                0.74186,                 1.0514,                0.69583,                 1.3699,             0.00026948,             0.00026948,             0.00026948
                    440,                0.61832,                0.45443,                  1.198,                0.99703,                      1,                  0.995,                0.74656,                 1.0115,                0.63945,                 1.3381,             0.00026552,             0.00026552,             0.00026552
                    441,                0.63287,                0.44908,                 1.2263,                      1,                0.99413,                  0.995,                0.76257,                 1.0124,                0.64104,                 1.3459,             0.00026156,             0.00026156,             0.00026156
                    442,                0.63558,                0.44977,                 1.2306,                 0.9996,                      1,                  0.995,                0.76097,                 1.0305,                0.63988,                 1.3578,              0.0002576,              0.0002576,              0.0002576
                    443,                0.61035,                0.44746,                 1.2368,                0.99737,                      1,                  0.995,                0.75702,                  1.039,                0.65835,                  1.363,             0.00025364,             0.00025364,             0.00025364
                    444,                0.63064,                0.45581,                 1.2086,                      1,                0.99997,                  0.995,                 0.7407,                  1.028,                0.69168,                 1.3707,             0.00024968,             0.00024968,             0.00024968
                    445,                0.63479,                 0.4443,                    1.2,                      1,                0.99912,                  0.995,                0.74504,                 1.0338,                0.68293,                  1.386,             0.00024572,             0.00024572,             0.00024572
                    446,                0.61592,                0.44181,                 1.2495,                      1,                0.99142,                  0.995,                 0.7397,                 1.0258,                0.69291,                 1.3872,             0.00024176,             0.00024176,             0.00024176
                    447,                0.62204,                0.45218,                 1.2301,                 0.9384,                      1,                 0.9925,                0.74647,                 1.0188,                0.69524,                 1.3913,              0.0002378,              0.0002378,              0.0002378
                    448,                0.60588,                0.42678,                  1.235,                0.94146,                      1,                 0.9925,                0.75736,                 1.0026,                0.68312,                 1.4009,             0.00023384,             0.00023384,             0.00023384
                    449,                0.59924,                0.43837,                 1.2354,                0.94234,                      1,                 0.9925,                0.76626,                0.99436,                0.66399,                 1.3861,             0.00022988,             0.00022988,             0.00022988
                    450,                0.64568,                0.45733,                 1.2473,                0.94219,                      1,                 0.9925,                0.77429,                  1.008,                0.64963,                 1.3642,             0.00022592,             0.00022592,             0.00022592
                    451,                0.60974,                0.43516,                 1.2044,                      1,                0.97847,                  0.995,                0.76904,                 1.0001,                 0.6512,                 1.3665,             0.00022196,             0.00022196,             0.00022196
                    452,                0.61025,                0.43922,                  1.238,                      1,                 0.9876,                  0.995,                0.76964,                 1.0034,                0.62812,                 1.3589,               0.000218,               0.000218,               0.000218
                    453,                0.62617,                  0.453,                 1.2337,                      1,                  0.992,                  0.995,                0.75825,                 1.0343,                0.62753,                 1.3756,             0.00021404,             0.00021404,             0.00021404
                    454,                0.61879,                0.44931,                 1.2242,                      1,                0.99212,                  0.995,                0.74808,                 1.0382,                0.63485,                 1.3657,             0.00021008,             0.00021008,             0.00021008
                    455,                0.61347,                 0.4365,                 1.2678,                      1,                0.99535,                  0.995,                0.74905,                 1.0449,                0.66405,                 1.3711,             0.00020612,             0.00020612,             0.00020612
                    456,                 0.6149,                0.43675,                 1.2112,                0.99896,                      1,                  0.995,                0.75684,                 1.0419,                0.66337,                 1.3702,             0.00020216,             0.00020216,             0.00020216
                    457,                0.62047,                0.43985,                 1.2161,                0.99989,                      1,                  0.995,                0.75546,                 1.0133,                0.66172,                 1.3619,              0.0001982,              0.0001982,              0.0001982
                    458,                0.61752,                0.45117,                 1.2188,                0.99897,                      1,                  0.995,                0.75494,                 1.0191,                0.64993,                 1.3513,             0.00019424,             0.00019424,             0.00019424
                    459,                0.59647,                0.43743,                 1.2014,                0.99713,                      1,                  0.995,                0.74705,                  1.026,                0.63485,                  1.356,             0.00019028,             0.00019028,             0.00019028
